image_id,true_label,pred_label,outcome,control_gcam_lrr,control_guided_lrr,proposed_gcam_lrr,proposed_guided_lrr,gcam_delta,guided_delta,control_gcam_pointing,control_guided_pointing,proposed_gcam_pointing,proposed_guided_pointing
E-36FB7A78C2BFA1A3824C3EFA.jpeg,0,0,TN,0.3543682116795711,0.3990550891782508,0.794031245060523,0.7896935159216772,0.4396630333809519,0.39063842674342647,1,0,1,0
E-3B865A0E9283DC8B3D382B5F.jpeg,0,1,FP,0.3195834540678425,0.1279121148603091,0.7254164945832056,0.7744775117700667,0.40583304051536306,0.6465653969097577,0,0,1,1
E-3D66EC3C4F2D4073FE577EEA.jpeg,0,0,TN,0.2606317224481585,0.4441940704321727,0.689264435382624,0.7092301904921169,0.42863271293446553,0.2650361200599442,0,1,1,1
E-40D9418B91304B06987F2A6E.jpeg,0,1,FP,0.4341597766678453,0.5496845724330672,0.7227600306618951,0.7400399362722757,0.2886002539940498,0.19035536383920848,0,0,1,0
E-44BF14DBF8A5FE52BF53ED2E.jpeg,0,0,TN,0.2522599223315565,0.4440702584319578,0.7996657800031294,0.8972472063232488,0.5474058576715729,0.45317694789129104,0,1,1,1
E-47080ACF9F207EB21662EAAE.jpeg,0,1,FP,0.4044820134374014,0.5258124705119289,0.8279154046235616,0.8435839111247967,0.4234333911861602,0.3177714406128678,0,0,1,1
E-4F18C9F59223CD9D0CA81789.jpeg,0,1,FP,0.5246097160186513,0.7445408917871857,0.7388145322929393,0.7764395167414315,0.214204816274288,0.03189862495424578,1,1,1,1
E-57BEC1C15CFD6C2BBAF49905.jpeg,0,0,TN,0.3294932374973812,0.2263294421516179,0.7889553332504596,0.8434007534779955,0.45946209575307845,0.6170713113263776,1,0,1,1
E-5822F4C00AF6A5D69871506D.jpeg,0,0,TN,0.4558609001484605,0.4420205166712184,0.842054012380757,0.9046321752456364,0.3861931122322966,0.46261165857441805,1,1,1,1
E-592EC4B388705AD74965EF2F.jpeg,0,0,TN,0.205690348642175,0.1727213617391547,0.7340769744278488,0.8125750932622496,0.5283866257856737,0.639853731523095,0,0,1,1
E-5EB53A5E9ABA53D43AB743A8.jpeg,0,0,TN,0.2321728630625327,0.2586238651792908,0.6898489237357617,0.8010100214717224,0.45767606067322897,0.5423861562924316,0,0,1,0
E-5FBF0EE47B9EC5825E465989.jpeg,0,0,TN,0.3359608400709719,0.6587297605069986,0.8221055403439241,0.8835546826852815,0.48614470027295226,0.22482492217828287,0,1,1,1
E-67976418F9EE68ADAB32C212.jpeg,0,0,TN,0.131058716717581,0.0780161671243464,0.6365855445668828,0.6975263070846506,0.5055268278493018,0.6195101399603041,0,0,1,0
E-74019A53B16F834307F73E46.jpeg,0,0,TN,0.4342552261964744,0.6118559075488784,0.8062376364385465,0.8690767637625315,0.3719824102420721,0.2572208562136531,0,0,1,1
E-778E5DF620CB9DE6A84B008B.jpeg,0,1,FP,0.483419457486428,0.5991296262816705,0.7889500462130556,0.8537814940791835,0.30553058872662764,0.2546518677975129,1,1,1,1
E-77C42172A076E16EE5474210.jpeg,0,0,TN,0.5081806281809504,0.7115210455449424,0.8542894023353892,0.9363015481954275,0.34610877415443875,0.2247805026504851,0,1,1,1
E-7B1FB0C84C51C5CD8EDBCCFD.jpeg,0,1,FP,0.4102313734468564,0.2992939956050968,0.7656270045998655,0.8175731821337282,0.35539563115300915,0.5182791865286314,0,0,1,1
E-7B7A8A9BEAA512F9DC3E0865.jpeg,0,0,TN,0.4995582407535019,0.4460221406051837,0.8381288134762299,0.9360690623862992,0.338570572722728,0.4900469217811155,1,0,1,1
E-82FCB2C3D1996A8155B45525.jpeg,0,0,TN,0.2627713338743105,0.2266713515661123,0.6922151876673701,0.8493765148400113,0.4294438537930596,0.622705163273899,1,0,1,1
E-843CBB869621D4078F498542.jpeg,0,1,FP,0.4326960284457528,0.5693041038587993,0.7575940017368072,0.681450660222592,0.32489797329105446,0.11214655636379278,1,1,1,0
E-845A5BC2008587BFFF60937F.jpeg,0,1,FP,0.3078780159630231,0.2864752010865434,0.6715253456751257,0.6981481773751467,0.36364732971210256,0.4116729762886033,0,0,1,0
E-8BB569A271B438E1FF7419AA.jpeg,0,0,TN,0.2173806761647374,0.1359167451328155,0.7438837157713055,0.7384193952007265,0.5265030396065681,0.602502650067911,0,0,1,1
E-8E65534102472D38A215B619.jpeg,0,0,TN,0.4985095860210299,0.4021733545120254,0.8211194763372214,0.8744832654255695,0.32260989031619147,0.47230991091354413,0,0,1,1
E-91CCC5E035FBDB0CCBB30E2A.jpeg,0,0,TN,0.5167158729198349,0.6293000378167009,0.857772924144053,0.9047565848862036,0.34105705122421814,0.27545654706950273,0,1,1,1
E-91CD2D4F539A3D56107014E7.jpeg,0,1,FP,0.4084142690729874,0.310381071505568,0.8051271627251155,0.8386818714983962,0.39671289365212814,0.5283007999928282,1,0,1,1
E-93DEE19500CF7BC746908FEA.jpeg,0,0,TN,0.4378751288790078,0.6325825325616243,0.8279727024087662,0.92964520465767,0.3900975735297584,0.29706267209604564,1,1,1,1
E-9A48264C99FDAC90E29908DD.jpeg,0,1,FP,0.2987880641233905,0.1511017519113195,0.7662280195262547,0.8442511865566578,0.46743995540286426,0.6931494346453383,0,0,1,1
E-A5B76F5465A7745EBBAE1D8D.jpeg,0,1,FP,0.4805989435936257,0.696205651562186,0.707617431561602,0.7543622695007175,0.22701848796797625,0.05815661793853155,0,1,1,1
E-A92185A886C303721C499620.jpeg,0,1,FP,0.388985750246181,0.4402893133148297,0.754439545595825,0.515050255340724,0.36545379534964406,0.07476094202589434,0,0,1,0
E-B1906A980682154F21AC8637.jpeg,0,0,TN,0.327884160281796,0.4592007795883274,0.824333867664006,0.8200664403204665,0.49644970738220995,0.3608656607321391,0,1,1,1
E-B701F1D8C0C0617522833A87.jpeg,0,0,TN,0.2681201697969139,0.2720384204251247,0.7615599863539647,0.7807279551481885,0.4934398165570508,0.5086895347230638,0,0,1,1
E-B80945974BB38152A2ADE2AF.jpeg,0,0,TN,0.3208149653635291,0.4380178519282123,0.7926219663829799,0.8870411817025972,0.4718070010194508,0.44902332977438486,0,1,1,1
E-BB74E7A26CC5772AE8204932.jpeg,0,0,TN,0.4598348442229895,0.4663929979131979,0.8848174260503507,0.9165153030163268,0.42498258182736126,0.4501223051031289,1,0,1,1
E-BB96C349B18A4710DE07EC01.jpeg,0,0,TN,0.5045686333333423,0.5033083441398221,0.8129482334532516,0.8965123338694885,0.3083796001199093,0.3932039897296664,1,0,1,1
E-BCDF7BD5461E233F18CDF83C.jpeg,0,0,TN,0.3512316054829376,0.3061316070279786,0.7664753145471617,0.8573341365035493,0.4152437090642241,0.5512025294755707,1,0,1,1
E-BF6060CF2B5D86362B50F1EF.jpeg,0,0,TN,0.3659712753867638,0.637995957353372,0.7740618848573437,0.8074420548361325,0.40809060947057996,0.16944609748276052,1,1,1,1
E-C7B56CF9C42EB131FD94EA3C.jpeg,0,1,FP,0.2595547966058048,0.0651823961386739,0.7287796272487537,0.7820678968604083,0.46922483064294884,0.7168855007217344,0,0,1,1
E-D31B79C24E008C43E1511E9D.jpeg,0,0,TN,0.3869857626594767,0.6146675410596582,0.723773928349413,0.8163439379958572,0.3367881656899363,0.2016763969361991,1,1,1,1
E-E13640D767DD410F37B990A9.jpeg,0,0,TN,0.4091178219290835,0.6051442147060645,0.8132230788263808,0.8878751826752642,0.40410525689729726,0.2827309679691997,0,1,1,1
E-E2352C479C37BA410D3419C8.jpeg,0,0,TN,0.656481654084682,0.7652987233745907,0.8954385762274648,0.917949542758004,0.23895692214278286,0.1526508193834133,0,1,1,1
E-E249A212D4F7D1C6D4206FBF.jpeg,0,0,TN,0.5355227275136575,0.6367825822156817,0.8927248852124019,0.938366972055922,0.3572021576987444,0.3015843898402403,0,1,1,1
E-E2DD25AE8644A21D4C1655DA.jpeg,0,0,TN,0.3987660353989735,0.5405053265173082,0.8108013545601835,0.8950433119592804,0.41203531916121006,0.35453798544197224,0,1,1,1
E-E35138A3EAFB63D43C970EAE.jpeg,0,0,TN,0.5054949937412866,0.5963434250591213,0.8415506667592987,0.8843169185397405,0.3360556730180121,0.2879734934806192,1,1,1,1
E-EACE2F51FB2EF2E191B9BC55.jpeg,0,0,TN,0.3890036236782309,0.508268783799701,0.8945353100043386,0.9430077008129916,0.5055316863261077,0.4347389170132906,0,1,1,1
E-ED70ACD6E494856AB99B813B.jpeg,0,1,FP,0.2841213245039941,0.1039896797198483,0.695831186659854,0.7505053899809765,0.4117098621558599,0.6465157102611282,0,0,1,1
E-EE1CB872F9ABCF62B8C9A410.jpeg,0,0,TN,0.3653309796902914,0.6525141386983127,0.7734865116938866,0.8725842342177187,0.4081555320035952,0.22007009551940604,0,1,1,1
E-EFAD2710B0F9E9CA19CFEDAD.jpeg,0,0,TN,0.3632941423054453,0.5439262906701553,0.8191801462742849,0.8402322436194786,0.4558860039688396,0.29630595294932327,0,1,1,1
E-F32C5A7DA665488BF8EB2294.jpeg,0,0,TN,0.357254054684678,0.3725371720252456,0.8560782649334427,0.8773673942939323,0.4988242102487647,0.5048302222686867,1,0,1,1
E-F57AB9616B464FB4687D409D.jpeg,0,0,TN,0.3058290113790735,0.5113022177672212,0.8879152450406169,0.9079299713457532,0.5820862336615434,0.39662775357853197,0,1,1,1
E-F803B5977A560D3CAEE3206F.jpeg,0,0,TN,0.4414245377876076,0.6818710995003814,0.7723509365482893,0.9014374256972496,0.33092639876068175,0.21956632619686822,0,1,1,1
E-018B83433C4DD934AA5C8B2B.jpeg,1,1,TP,0.4505529751723411,0.499355099903408,0.791882659081009,0.8205690156246512,0.34132968390866786,0.32121391572124325,0,0,1,1
E-01E4EA18817F6CBD784D8ACE.jpeg,1,1,TP,0.5096688769201123,0.7507225177190407,0.7202667035243034,0.7153294169658135,0.21059782660419113,-0.035393100753227213,1,1,1,0
E-0981A556ADE7F427711A3360.jpeg,1,1,TP,0.4103514093831342,0.4800899015683391,0.7266357645549225,0.76995743650098,0.3162843551717883,0.28986753493264095,1,0,1,0
E-0B7E667233F7AB135F8A84DD.jpeg,1,1,TP,0.4705224573061513,0.5236047615356798,0.8186922096492477,0.8797450245268127,0.34816975234309644,0.3561402629911329,0,0,1,1
E-122745006C7E29B76E58625B.jpeg,1,1,TP,0.4500580539188681,0.5592640104072272,0.7409694970121246,0.8337637789638133,0.29091144309325645,0.2744997685565861,0,0,1,1
E-1265B89238C345234A9C993B.jpeg,1,1,TP,0.3697695166972135,0.1615117439224316,0.7125619529194639,0.7020465230716854,0.3427924362222504,0.5405347791492537,0,0,1,1
E-1777E855F7110F5A72B38BC0.jpeg,1,1,TP,0.4002211819221775,0.3454349301387659,0.6717767250787233,0.7806688095912642,0.27155554315654584,0.43523387945249825,0,0,1,1
E-198E88DB173F06A1227B639B.jpeg,1,1,TP,0.3443081495572244,0.3808441969210692,0.6666102925622566,0.7177337733622948,0.3223021430050322,0.33688957644122564,0,0,1,1
E-1A06E979246F3D9634B22BF8.jpeg,1,1,TP,0.4084443164880597,0.5395293901462156,0.717700938422763,0.7630667462181892,0.30925662193470327,0.22353735607197356,1,0,1,1
E-220D81ED5B8FE3B14418B9F7.jpeg,1,1,TP,0.3504838219465603,0.5177990729600199,0.6128954747527167,0.698468806469698,0.26241165280615636,0.18066973350967808,1,1,1,1
E-227257A6740CF45FAF02E456.jpeg,1,1,TP,0.3171046657182128,0.2671920666712512,0.766498602370541,0.8050044667903965,0.44939393665232824,0.5378124001191453,0,0,1,1
E-2C0709EBA6450DCFB3BBB340.jpeg,1,1,TP,0.4358294721561033,0.5274374022453896,0.7088465726690331,0.7618957951833839,0.27301710051292977,0.2344583929379943,1,0,1,1
E-30421FA65AB177DCD15E84C4.jpeg,1,1,TP,0.5365230715421172,0.6141132237179331,0.7847946074088638,0.7351259116967656,0.24827153586674655,0.12101268797883247,1,1,1,1
E-386D019ED9E9E8244987AC20.jpeg,1,1,TP,0.3780063726161491,0.3823208872888672,0.736779609478371,0.8112272386653179,0.35877323686222184,0.42890635137645067,0,0,1,1
E-3AC987E53985CBAF71C33ABC.jpeg,1,1,TP,0.4297845127142464,0.4765902970378133,0.7563730448710316,0.7506555440387136,0.32658853215678524,0.2740652470009003,0,0,1,1
E-3EB4BE73D28C1518A6A12685.jpeg,1,1,TP,0.4602458931873188,0.3501675349819028,0.7813922070186404,0.8559748073379647,0.32114631383132164,0.5058072723560619,0,0,1,1
E-401B5DEDAD367F085127D1DA.jpeg,1,1,TP,0.5366191595090968,0.7441997859652397,0.815896376220084,0.8637721951795647,0.27927721671098726,0.11957240921432499,0,1,1,1
E-4329094918EDAAADE18246AB.jpeg,1,1,TP,0.4586698891242883,0.3764747105901194,0.8080333874281941,0.815087688258,0.3493634983039058,0.43861297766788065,0,0,1,1
E-443A80FA1DE791815F946FF9.jpeg,1,1,TP,0.439999043760068,0.5770231792498999,0.7111239049751221,0.7890268452481923,0.27112486121505414,0.21200366599829246,1,0,1,1
E-4B97630FB65DE326125E1DE1.jpeg,1,1,TP,0.3748143025245662,0.2439528817143704,0.7554535252550615,0.7500076335111344,0.3806392227304953,0.506054751796764,0,0,1,1
E-55F059ED3BB72FAD418A344C.jpeg,1,1,TP,0.3251859553538057,0.1231635458506991,0.7127857346905484,0.7428868703933692,0.3875997793367427,0.6197233245426701,0,0,1,1
E-6060B7AB38566FD26078DE5E.jpeg,1,1,TP,0.4152270803657578,0.5600387884675198,0.6987965561532091,0.7487317175950041,0.28356947578745134,0.18869292912748437,0,1,0,1
E-638A63581494A3F6A20C2D9C.jpeg,1,1,TP,0.4570767757680879,0.6398060547600788,0.7499100010714449,0.8275991242161486,0.292833225303357,0.18779306945606977,1,1,1,1
E-63AE2F3741553AC167D0B283.jpeg,1,1,TP,0.449648882365149,0.5560971725532977,0.7812546407708573,0.8682712789598431,0.3316057584057083,0.3121741064065454,0,1,1,1
E-63E40A6B7E9FE7A4F927B234.jpeg,1,1,TP,0.3438506525964239,0.2691086801975912,0.7327182108270551,0.8331468420769149,0.38886755823063124,0.5640381618793238,0,0,1,1
E-6C94FB136A3DC9D9B1FE1032.jpeg,1,1,TP,0.4842300074902997,0.6692515902572702,0.7704702172193811,0.8641477761604189,0.28624020972908143,0.19489618590314872,1,1,1,1
E-6EBA6C5A4DF4C84E483A5386.jpeg,1,1,TP,0.3524011181706356,0.3254214277714504,0.67594218350561,0.7297646532954456,0.3235410653349744,0.4043432255239952,0,0,1,1
E-73D66A02A1612F6E79C3F7EC.jpeg,1,1,TP,0.4492583320630328,0.5792780789288527,0.737096497676407,0.8166622682278465,0.28783816561337416,0.23738418929899374,1,0,1,1
E-7725ED8C0E93C0BF91B23FCE.jpeg,1,1,TP,0.4231042639875485,0.4528568351486006,0.7658312011214481,0.8391834148824036,0.34272693713389957,0.38632657973380297,0,0,1,1
E-77D4D0C371CD4C8665643C00.jpeg,1,1,TP,0.3304961339460985,0.3556807834012974,0.6580946669847507,0.7067339628095326,0.3275985330386522,0.3510531794082352,1,0,1,1
E-7B805F2D3984459EDD091000.jpeg,1,1,TP,0.3799941989100151,0.4482274183416018,0.7172048338303881,0.7780917854329585,0.337210634920373,0.32986436709135675,0,0,1,1
E-8B99D004F7E59741CFAB602B.jpeg,1,1,TP,0.5451031587569753,0.5638832514847469,0.8555511964534586,0.896860007345917,0.3104480376964832,0.33297675586117004,1,0,1,1
E-8E859FAC3770F43BC30CF790.jpeg,1,1,TP,0.3466255197981577,0.2549435528799373,0.7404325571156158,0.7675085043892566,0.39380703731745814,0.5125649515093192,0,0,1,1
E-9A9C78D1B9953A6FD2BA65F6.jpeg,1,1,TP,0.5237593877702116,0.6222340785001376,0.7957197179100801,0.8110570818759074,0.27196033013986853,0.18882300337576985,0,1,1,1
E-9B56CC62692974C989F872CC.jpeg,1,1,TP,0.4258412477494199,0.4795046815586004,0.7666658743566346,0.7941231942582051,0.3408246266072147,0.3146185126996047,0,0,1,0
E-9FC76B9714A55204D742CE4C.jpeg,1,1,TP,0.3915939430692958,0.5177954739397924,0.713773014492182,0.7374682571852617,0.3221790714228862,0.21967278324546924,0,0,1,1
E-A0A20FFCEFD96663F4AB4E87.jpeg,1,1,TP,0.4035900889366922,0.4100431002872611,0.741592909999766,0.8117846720630235,0.33800282106307383,0.4017415717757624,0,0,1,1
E-A0D5A9410E976B289DD85CF6.jpeg,1,1,TP,0.3462587765939509,0.2459990399942037,0.7216909565666364,0.7801484210525644,0.3754321799726855,0.5341493810583607,0,0,1,1
E-A540763BCA2A1AF575A9EE6B.jpeg,1,1,TP,0.4410287440395893,0.45462636371061,0.7905557967850309,0.8811373586139649,0.34952705274544155,0.4265109949033549,0,0,1,1
E-A9AC7ECA864D894719491A2C.jpeg,1,1,TP,0.3381502570656273,0.2561629592408635,0.7275249151123618,0.8090256911365681,0.38937465804673455,0.5528627318957046,0,0,1,1
E-B15903E1E2039605DB9FB6A1.jpeg,1,1,TP,0.3189704347145506,0.2105540982474472,0.6596416314110309,0.7627439769083235,0.3406711966964803,0.5521898786608763,0,0,1,1
E-B29F964F9024332A9FD3DA8C.jpeg,1,1,TP,0.5095085256847699,0.6428813516110838,0.8475715918437102,0.9098203953051596,0.33806306615894033,0.26693904369407573,0,1,1,1
E-B352C843937DC9BD58C4B554.jpeg,1,1,TP,0.3589083073339847,0.3554049899678383,0.7771855492726548,0.887845638960632,0.4182772419386701,0.5324406489927936,0,0,1,1
E-B41848B096ED1788DCCEEDA2.jpeg,1,1,TP,0.3441410437909094,0.4969041648577184,0.6816638134241225,0.7726965352581256,0.33752276963321315,0.27579237040040727,1,0,1,1
E-B813D1454C73F6C74F660590.jpeg,1,1,TP,0.2634025472149343,0.2681324862393814,0.6445109495802219,0.6475648822757563,0.38110840236528765,0.37943239603637485,0,0,1,1
E-BF1AD901130E35A45E611B5A.jpeg,1,1,TP,0.4625079586843431,0.6083804288386953,0.6981891605531995,0.7696546827960272,0.23568120186885638,0.16127425395733197,1,0,1,1
E-BFFC08BEA9A0FA7A1279A0B5.jpeg,1,1,TP,0.3893010686122191,0.3728368812939601,0.7551779220436322,0.8554983568565622,0.36587685343141313,0.4826614755626021,0,0,1,1
E-C378B1871ED2B8AC1E544A5B.jpeg,1,1,TP,0.3764313606769165,0.4865443510591856,0.651499527975285,0.7274184433975525,0.27506816729836847,0.24087409233836687,0,1,1,1
E-D2A52B478FEFC3F6A00973AF.jpeg,1,1,TP,0.4256328070095481,0.5189003383798737,0.776918932044858,0.8030997112320029,0.35128612503530987,0.28419937285212915,0,0,1,1
E-D33BB0B839138FAFF4DA3ED6.jpeg,1,1,TP,0.2713867971510029,0.129289731357626,0.7521899185736638,0.7865544898093951,0.4808031214226609,0.6572647584517691,0,0,1,1
E-DA47F22802134421DB0B257A.jpeg,1,1,TP,0.4436884604946001,0.3482696818972394,0.7646913908902987,0.7870887747159683,0.3210029303956986,0.4388190928187289,0,0,1,1
E-E09BD72833F7B4079F215903.jpeg,1,1,TP,0.4784139570466211,0.6405154745741967,0.6862068786091676,0.7703414793490124,0.20779292156254653,0.12982600477481576,1,0,1,1
E-E0D541D212A934D795DA0D1B.jpeg,1,1,TP,0.5014252710096628,0.7813112723723701,0.7187423236278263,0.8372025523647331,0.21731705261816348,0.055891279992362985,0,1,1,1
E-E1AD2A3BA30BC31AC67A922E.jpeg,1,1,TP,0.4409756186510553,0.5038620947640117,0.7034280302519659,0.746613341328582,0.2624524116009106,0.24275124656457037,0,0,0,1
E-E280E4CD8F00E10AB30B96C9.jpeg,1,1,TP,0.4659225858024416,0.6428305928930894,0.7736853835698523,0.8453005416877183,0.30776279776741067,0.20246994879462887,1,1,1,1
E-E2EF7E089A1E8F497DBAC1CB.jpeg,1,1,TP,0.4494153606550075,0.6063981068630001,0.7653130042366666,0.8166145913973564,0.3158976435816591,0.21021648453435626,1,1,1,1
E-E7BF66D9C027E263610D5923.jpeg,1,1,TP,0.3806091536535253,0.4171956776775646,0.7600106901217862,0.822553336797142,0.3794015364682609,0.40535765911957744,0,0,1,1
E-EB1401E2B7015C0BDE01BE91.jpeg,1,1,TP,0.3599817936272225,0.3549023398592266,0.7233675257046474,0.7438786344636548,0.36338573207742486,0.3889762946044282,0,0,1,1
E-EB344A640162B22F1A6C369F.jpeg,1,1,TP,0.2612269898111711,0.1723683331301644,0.7267735031895527,0.8037709553047299,0.4655465133783816,0.6314026221745654,0,0,1,1
E-EC00E01864643AB223676743.jpeg,1,1,TP,0.4396015611563572,0.5972832120611143,0.7330852019891663,0.8399155927775003,0.2934836408328091,0.24263238071638593,0,1,1,1
E-EF92BEF2BC79AC7D99E44B1F.jpeg,1,1,TP,0.3880297915526361,0.5172238497074119,0.7294377302898829,0.767168332754464,0.3414079387372468,0.2499444830470522,0,1,1,1
E-F051ECCC0E91B0C03A0B3894.jpeg,1,1,TP,0.5054727580029452,0.4335843894721228,0.8675819355097618,0.8354493773077615,0.3621091775068166,0.4018649878356387,0,0,1,1
E-FA7B18636100FBD243EBAF3A.jpeg,1,1,TP,0.3665686410470065,0.3304739234061969,0.696288697555623,0.8487353635274753,0.32972005650861647,0.5182614401212784,0,0,1,1
E-FDAF56855798F8C5BE7AC652.jpeg,1,1,TP,0.464187845797559,0.4701491741312859,0.7636331105374262,0.8132338324118118,0.2994452647398672,0.3430846582805259,1,0,1,1
