manifest_id,sample_seed,sample_index,sampling_stratum,image_id,image_path_or_archive_member,image_sha256,mask_id,mask_path,mask_sha256,true_label
xai_sample_manifest_128_seed3407_balanced_64_64,3407,13,normal,E-306538194ADB5E9E447B7A10.jpeg,/kaggle/input/datasets/hintrngia/gate7-test-seal/opaque_test_images/images/E-306538194ADB5E9E447B7A10.jpeg,1d14b06e9837eae4c935cec40198f32e00bca73a9db4b9e60389be1451250786,E-306538194ADB5E9E447B7A10.jpeg,/kaggle/input/datasets/hintrngia/cxr-lung-masks/lung_masks/E-306538194ADB5E9E447B7A10.jpeg,d676f8642f83cc2a5bec4573eb90be9279bdc91cf1a19fa4ad5ea87edd0fee0f,0
xai_sample_manifest_128_seed3407_balanced_64_64,3407,14,normal,E-36FB7A78C2BFA1A3824C3EFA.jpeg,/kaggle/input/datasets/hintrngia/gate7-test-seal/opaque_test_images/images/E-36FB7A78C2BFA1A3824C3EFA.jpeg,c1efcd170c5209ba26f40d6986a9553c09df6460aec48574f2361c6b9957c709,E-36FB7A78C2BFA1A3824C3EFA.jpeg,/kaggle/input/datasets/hintrngia/cxr-lung-masks/lung_masks/E-36FB7A78C2BFA1A3824C3EFA.jpeg,2c5f7e62be53d6336d3ac8acfc4415429ee94c4d6684c4065342c00762b73a48,0
xai_sample_manifest_128_seed3407_balanced_64_64,3407,15,normal,E-3B865A0E9283DC8B3D382B5F.jpeg,/kaggle/input/datasets/hintrngia/gate7-test-seal/opaque_test_images/images/E-3B865A0E9283DC8B3D382B5F.jpeg,098546dad09a43daea8b83c0ab00f5fc5c67812f83f23bee9d70224601d58c9d,E-3B865A0E9283DC8B3D382B5F.jpeg,/kaggle/input/datasets/hintrngia/cxr-lung-masks/lung_masks/E-3B865A0E9283DC8B3D382B5F.jpeg,df12b351c9138317d4257d53af02f0eaeaa53ddcd731031dd9ae6cc5cdce48cc,0
xai_sample_manifest_128_seed3407_balanced_64_64,3407,16,normal,E-3D66EC3C4F2D4073FE577EEA.jpeg,/kaggle/input/datasets/hintrngia/gate7-test-seal/opaque_test_images/images/E-3D66EC3C4F2D4073FE577EEA.jpeg,042b1112a30ab548765daa5ef839e2f114a009e01034003ab1118c483990fee3,E-3D66EC3C4F2D4073FE577EEA.jpeg,/kaggle/input/datasets/hintrngia/cxr-lung-masks/lung_masks/E-3D66EC3C4F2D4073FE577EEA.jpeg,98209bf3dad6f481b63af1584872e65f14ab7a8f9e91486ce24c34bff19eb94d,0
xai_sample_manifest_128_seed3407_balanced_64_64,3407,17,normal,E-40D9418B91304B06987F2A6E.jpeg,/kaggle/input/datasets/hintrngia/gate7-test-seal/opaque_test_images/images/E-40D9418B91304B06987F2A6E.jpeg,d9b499be5be33bfbe68f6b6e20ebfb8447712e79ef0ac824abc6eecebc4db374,E-40D9418B91304B06987F2A6E.jpeg,/kaggle/input/datasets/hintrngia/cxr-lung-masks/lung_masks/E-40D9418B91304B06987F2A6E.jpeg,2574602c01101e8f3e9997997d17e20a5c346fab003146937de88597ce3261b3,0
xai_sample_manifest_128_seed3407_balanced_64_64,3407,18,normal,E-44BF14DBF8A5FE52BF53ED2E.jpeg,/kaggle/input/datasets/hintrngia/gate7-test-seal/opaque_test_images/images/E-44BF14DBF8A5FE52BF53ED2E.jpeg,ed111227fc363b2717d298723594874430947004b86d31f419ae7530d3c774e3,E-44BF14DBF8A5FE52BF53ED2E.jpeg,/kaggle/input/datasets/hintrngia/cxr-lung-masks/lung_masks/E-44BF14DBF8A5FE52BF53ED2E.jpeg,cc96d96ba6d221723599f5b86e1722dfbbecf62d11fb27062befa9dbf20ea59b,0
xai_sample_manifest_128_seed3407_balanced_64_64,3407,19,normal,E-47080ACF9F207EB21662EAAE.jpeg,/kaggle/input/datasets/hintrngia/gate7-test-seal/opaque_test_images/images/E-47080ACF9F207EB21662EAAE.jpeg,265f3aeba7b3288d1af7d734c6bc1d106579cd8938d803bf540296f600f6503c,E-47080ACF9F207EB21662EAAE.jpeg,/kaggle/input/datasets/hintrngia/cxr-lung-masks/lung_masks/E-47080ACF9F207EB21662EAAE.jpeg,dd75de3a5fad2688b7a88c4e6f86f463b3c412d2f7bb69d9fc8b0bd475a0e080,0
xai_sample_manifest_128_seed3407_balanced_64_64,3407,20,normal,E-4F18C9F59223CD9D0CA81789.jpeg,/kaggle/input/datasets/hintrngia/gate7-test-seal/opaque_test_images/images/E-4F18C9F59223CD9D0CA81789.jpeg,c88d24ecb5fea438d7ef244f79ce0d0d960e9320090b6df1db87b2c071a0af27,E-4F18C9F59223CD9D0CA81789.jpeg,/kaggle/input/datasets/hintrngia/cxr-lung-masks/lung_masks/E-4F18C9F59223CD9D0CA81789.jpeg,2a96bda175ffc671dca780c8f620ec19cf446dbc1896cd185080bd44500b9a2a,0
xai_sample_manifest_128_seed3407_balanced_64_64,3407,21,normal,E-57BEC1C15CFD6C2BBAF49905.jpeg,/kaggle/input/datasets/hintrngia/gate7-test-seal/opaque_test_images/images/E-57BEC1C15CFD6C2BBAF49905.jpeg,c9cd3a8672836a8518110a2ec734375ae571c4dca5e24ab6966462996dc8e58d,E-57BEC1C15CFD6C2BBAF49905.jpeg,/kaggle/input/datasets/hintrngia/cxr-lung-masks/lung_masks/E-57BEC1C15CFD6C2BBAF49905.jpeg,932035a8b5279b70fcf64b8130dc7e8bd7bada74626867831ba59cfc4b3d7447,0
xai_sample_manifest_128_seed3407_balanced_64_64,3407,22,normal,E-5822F4C00AF6A5D69871506D.jpeg,/kaggle/input/datasets/hintrngia/gate7-test-seal/opaque_test_images/images/E-5822F4C00AF6A5D69871506D.jpeg,ad7a294b2012e428b7d9cd9f4460a33178d9a144ffec7868bc7f5891447c7cb1,E-5822F4C00AF6A5D69871506D.jpeg,/kaggle/input/datasets/hintrngia/cxr-lung-masks/lung_masks/E-5822F4C00AF6A5D69871506D.jpeg,cdfc771389d28ab3ea57efe348e337fd0cca6e5fc9d78623e7d752310280a823,0
xai_sample_manifest_128_seed3407_balanced_64_64,3407,23,normal,E-592EC4B388705AD74965EF2F.jpeg,/kaggle/input/datasets/hintrngia/gate7-test-seal/opaque_test_images/images/E-592EC4B388705AD74965EF2F.jpeg,7e115173a640b8cd3c6e62975799ed3e61ea71452cb487d254a966310c42c9d6,E-592EC4B388705AD74965EF2F.jpeg,/kaggle/input/datasets/hintrngia/cxr-lung-masks/lung_masks/E-592EC4B388705AD74965EF2F.jpeg,c9b933dd89f0ed38e50b7105e306de51d1348e5b69da0430353d053e18bec4cb,0
xai_sample_manifest_128_seed3407_balanced_64_64,3407,24,normal,E-5EB53A5E9ABA53D43AB743A8.jpeg,/kaggle/input/datasets/hintrngia/gate7-test-seal/opaque_test_images/images/E-5EB53A5E9ABA53D43AB743A8.jpeg,ce041458395b1b9558a3e8d591bb01a867ebe1ba72bf5da8400be6c5cf84f729,E-5EB53A5E9ABA53D43AB743A8.jpeg,/kaggle/input/datasets/hintrngia/cxr-lung-masks/lung_masks/E-5EB53A5E9ABA53D43AB743A8.jpeg,57ceae4366c69de112e7e12091ae3eb78d1384bd4266a94c1b45171e24137ada,0
xai_sample_manifest_128_seed3407_balanced_64_64,3407,25,normal,E-5FBF0EE47B9EC5825E465989.jpeg,/kaggle/input/datasets/hintrngia/gate7-test-seal/opaque_test_images/images/E-5FBF0EE47B9EC5825E465989.jpeg,a1362c8305bfbc3de8e95e522364be504e5921626c73304fb9956ec901b1f7c8,E-5FBF0EE47B9EC5825E465989.jpeg,/kaggle/input/datasets/hintrngia/cxr-lung-masks/lung_masks/E-5FBF0EE47B9EC5825E465989.jpeg,c21997fb2e154fc1824e0f33e54e91395e3a8c5f9cb20c71c1943a8b04ed3b7c,0
xai_sample_manifest_128_seed3407_balanced_64_64,3407,26,normal,E-67976418F9EE68ADAB32C212.jpeg,/kaggle/input/datasets/hintrngia/gate7-test-seal/opaque_test_images/images/E-67976418F9EE68ADAB32C212.jpeg,00a87cc00b02c4a95ddb8afd5deaa0304f6f46c6d4e828045b1b184b6f717415,E-67976418F9EE68ADAB32C212.jpeg,/kaggle/input/datasets/hintrngia/cxr-lung-masks/lung_masks/E-67976418F9EE68ADAB32C212.jpeg,df1cf6668573a1a3daed4c6bfd669fac2034ea04ba198860c0a2776c8fea5d77,0
xai_sample_manifest_128_seed3407_balanced_64_64,3407,27,normal,E-74019A53B16F834307F73E46.jpeg,/kaggle/input/datasets/hintrngia/gate7-test-seal/opaque_test_images/images/E-74019A53B16F834307F73E46.jpeg,81018bcf16f72ca7ad770f76c1a3e591df43d14ea870fe0f0720bbf101eabcdd,E-74019A53B16F834307F73E46.jpeg,/kaggle/input/datasets/hintrngia/cxr-lung-masks/lung_masks/E-74019A53B16F834307F73E46.jpeg,579cf5fb4516d125327fe6ac90e330125bdf5719b884a8d02409aa215f721e7a,0
xai_sample_manifest_128_seed3407_balanced_64_64,3407,28,normal,E-778E5DF620CB9DE6A84B008B.jpeg,/kaggle/input/datasets/hintrngia/gate7-test-seal/opaque_test_images/images/E-778E5DF620CB9DE6A84B008B.jpeg,7143be39d62dadbfe45dfd18280b1f4c77ae66102b4bd60bdb175fc04e80f50a,E-778E5DF620CB9DE6A84B008B.jpeg,/kaggle/input/datasets/hintrngia/cxr-lung-masks/lung_masks/E-778E5DF620CB9DE6A84B008B.jpeg,3c05d426d14b0a257b7366c805a5cdebb4622fc19da329f93103947167ae3c03,0
xai_sample_manifest_128_seed3407_balanced_64_64,3407,29,normal,E-77C42172A076E16EE5474210.jpeg,/kaggle/input/datasets/hintrngia/gate7-test-seal/opaque_test_images/images/E-77C42172A076E16EE5474210.jpeg,5f8a5e6226da944b777a1bf7a5f950322f04d1e7184bd810bc4efea22fc0ab6f,E-77C42172A076E16EE5474210.jpeg,/kaggle/input/datasets/hintrngia/cxr-lung-masks/lung_masks/E-77C42172A076E16EE5474210.jpeg,a08ed4d15f6cb0f18a76c3f20b0d07277dcbd19ad1c41c53a8d1238fc6eeb79c,0
xai_sample_manifest_128_seed3407_balanced_64_64,3407,30,normal,E-7B1FB0C84C51C5CD8EDBCCFD.jpeg,/kaggle/input/datasets/hintrngia/gate7-test-seal/opaque_test_images/images/E-7B1FB0C84C51C5CD8EDBCCFD.jpeg,6d38bbd83d8d79a9f8c72799e98a6cb7c11b43fd56553f1f74b3d82b284d2669,E-7B1FB0C84C51C5CD8EDBCCFD.jpeg,/kaggle/input/datasets/hintrngia/cxr-lung-masks/lung_masks/E-7B1FB0C84C51C5CD8EDBCCFD.jpeg,6b99d22d4c8fe5b1196bad35ea5cc5bcb31a26da6992c4f5f22488d2376f83dc,0
xai_sample_manifest_128_seed3407_balanced_64_64,3407,31,normal,E-7B7A8A9BEAA512F9DC3E0865.jpeg,/kaggle/input/datasets/hintrngia/gate7-test-seal/opaque_test_images/images/E-7B7A8A9BEAA512F9DC3E0865.jpeg,1e054ed36680f5f2847833e9a877c6cfd364ee79b1eeb4a31d84729a1d5443eb,E-7B7A8A9BEAA512F9DC3E0865.jpeg,/kaggle/input/datasets/hintrngia/cxr-lung-masks/lung_masks/E-7B7A8A9BEAA512F9DC3E0865.jpeg,bc5d2dbf90974d0651760a94fabed8c975f56c95e95816ace59d50399de46318,0
xai_sample_manifest_128_seed3407_balanced_64_64,3407,32,normal,E-82FCB2C3D1996A8155B45525.jpeg,/kaggle/input/datasets/hintrngia/gate7-test-seal/opaque_test_images/images/E-82FCB2C3D1996A8155B45525.jpeg,c9377d511e1e9caed0105ec7d89f7a0fc987c36c91fbe62a96740d4381a6fd0a,E-82FCB2C3D1996A8155B45525.jpeg,/kaggle/input/datasets/hintrngia/cxr-lung-masks/lung_masks/E-82FCB2C3D1996A8155B45525.jpeg,31ecd3136f7f3adb287d13a14c500d2f7994c3b5fa0a241b1ed66684f8f7d485,0
xai_sample_manifest_128_seed3407_balanced_64_64,3407,33,normal,E-843CBB869621D4078F498542.jpeg,/kaggle/input/datasets/hintrngia/gate7-test-seal/opaque_test_images/images/E-843CBB869621D4078F498542.jpeg,f4011ac2ad4623b36aaf9a795e47232c62fbaa6071171903024b2df94ef9b37e,E-843CBB869621D4078F498542.jpeg,/kaggle/input/datasets/hintrngia/cxr-lung-masks/lung_masks/E-843CBB869621D4078F498542.jpeg,a0e47c766689ba43e14020d1c626ffc180af7a76e02290c43bc456699bf80300,0
xai_sample_manifest_128_seed3407_balanced_64_64,3407,34,normal,E-845A5BC2008587BFFF60937F.jpeg,/kaggle/input/datasets/hintrngia/gate7-test-seal/opaque_test_images/images/E-845A5BC2008587BFFF60937F.jpeg,6e88184bd28ba8cc47a2ae8f6de3a39fb464e8cc84564813a67c7209940f2ea8,E-845A5BC2008587BFFF60937F.jpeg,/kaggle/input/datasets/hintrngia/cxr-lung-masks/lung_masks/E-845A5BC2008587BFFF60937F.jpeg,e90808ce2d46abace2246acc942ed4231c94845201f7de3bcdd0de5a16a4b7fe,0
xai_sample_manifest_128_seed3407_balanced_64_64,3407,35,normal,E-8BB569A271B438E1FF7419AA.jpeg,/kaggle/input/datasets/hintrngia/gate7-test-seal/opaque_test_images/images/E-8BB569A271B438E1FF7419AA.jpeg,2453213f313221f434a32efa550efa6be95c5c26b954d9616c32036a453a9ba6,E-8BB569A271B438E1FF7419AA.jpeg,/kaggle/input/datasets/hintrngia/cxr-lung-masks/lung_masks/E-8BB569A271B438E1FF7419AA.jpeg,39a721159cb558a1828bb4edffa644ca9de80578ea72aad9e523b2106b7a519c,0
xai_sample_manifest_128_seed3407_balanced_64_64,3407,36,normal,E-8E65534102472D38A215B619.jpeg,/kaggle/input/datasets/hintrngia/gate7-test-seal/opaque_test_images/images/E-8E65534102472D38A215B619.jpeg,5b54ec4420fd3047aa6641c9f4905aafbfe99924adb7afdf3fb017568e37a38b,E-8E65534102472D38A215B619.jpeg,/kaggle/input/datasets/hintrngia/cxr-lung-masks/lung_masks/E-8E65534102472D38A215B619.jpeg,160758f3e431b2b02295ddfcb292460d8b7d385ecddcc79198631c0e5a4ad1a3,0
xai_sample_manifest_128_seed3407_balanced_64_64,3407,37,normal,E-91CCC5E035FBDB0CCBB30E2A.jpeg,/kaggle/input/datasets/hintrngia/gate7-test-seal/opaque_test_images/images/E-91CCC5E035FBDB0CCBB30E2A.jpeg,48c3795cc55eda6d08c4ae43a1bbf11b6990cc65584b5fd78cf7f8aaec6a9526,E-91CCC5E035FBDB0CCBB30E2A.jpeg,/kaggle/input/datasets/hintrngia/cxr-lung-masks/lung_masks/E-91CCC5E035FBDB0CCBB30E2A.jpeg,9be865922748ef47f8761aeb7b1379502659c600d3a0f4aadf6e540e38942a4d,0
xai_sample_manifest_128_seed3407_balanced_64_64,3407,38,normal,E-91CD2D4F539A3D56107014E7.jpeg,/kaggle/input/datasets/hintrngia/gate7-test-seal/opaque_test_images/images/E-91CD2D4F539A3D56107014E7.jpeg,9eba025033ae7d1a073afb5911e5d0e7c4927f417f4105d9b16e0937f7df9d44,E-91CD2D4F539A3D56107014E7.jpeg,/kaggle/input/datasets/hintrngia/cxr-lung-masks/lung_masks/E-91CD2D4F539A3D56107014E7.jpeg,58501bd0ec5360e0ec255868401fdfbf50c14851f98406efcb55fa1111a0f70c,0
xai_sample_manifest_128_seed3407_balanced_64_64,3407,39,normal,E-93DEE19500CF7BC746908FEA.jpeg,/kaggle/input/datasets/hintrngia/gate7-test-seal/opaque_test_images/images/E-93DEE19500CF7BC746908FEA.jpeg,776b392f9584b6a545e53a6db39f62ad20b2ab1d11a140a9c29d147b1db25482,E-93DEE19500CF7BC746908FEA.jpeg,/kaggle/input/datasets/hintrngia/cxr-lung-masks/lung_masks/E-93DEE19500CF7BC746908FEA.jpeg,38f89b2f6cdd96a6dcc3598d84e67080ac6f84346250e9f4a1905b48b0973cc8,0
xai_sample_manifest_128_seed3407_balanced_64_64,3407,40,normal,E-9A48264C99FDAC90E29908DD.jpeg,/kaggle/input/datasets/hintrngia/gate7-test-seal/opaque_test_images/images/E-9A48264C99FDAC90E29908DD.jpeg,af834e66e009730c46830f2509dd3d6f3d8ceb6802c71a262e1508d4681b57ad,E-9A48264C99FDAC90E29908DD.jpeg,/kaggle/input/datasets/hintrngia/cxr-lung-masks/lung_masks/E-9A48264C99FDAC90E29908DD.jpeg,0c36b5215287bd8bd11b09e9751dbe4dddc2f7ba0c5bf70c9c1e398c6d4599aa,0
xai_sample_manifest_128_seed3407_balanced_64_64,3407,41,normal,E-A5B76F5465A7745EBBAE1D8D.jpeg,/kaggle/input/datasets/hintrngia/gate7-test-seal/opaque_test_images/images/E-A5B76F5465A7745EBBAE1D8D.jpeg,47be01762ee6be35d4e44e715b29cdab47a8f968ba8819e8441bed67717d0c81,E-A5B76F5465A7745EBBAE1D8D.jpeg,/kaggle/input/datasets/hintrngia/cxr-lung-masks/lung_masks/E-A5B76F5465A7745EBBAE1D8D.jpeg,101200346be42c4c9f4a98d880576b2d5d199f6d64729b36514aae98c1f14359,0
xai_sample_manifest_128_seed3407_balanced_64_64,3407,42,normal,E-A92185A886C303721C499620.jpeg,/kaggle/input/datasets/hintrngia/gate7-test-seal/opaque_test_images/images/E-A92185A886C303721C499620.jpeg,488de4306f7e868b170dfbed597832e9c7b07c633a4b6a659732f2b3f27b7630,E-A92185A886C303721C499620.jpeg,/kaggle/input/datasets/hintrngia/cxr-lung-masks/lung_masks/E-A92185A886C303721C499620.jpeg,1df085d45a10eb96c29d5fa1361483118084807f6c3b2591e8cb34c4d53bcdd1,0
xai_sample_manifest_128_seed3407_balanced_64_64,3407,43,normal,E-B1906A980682154F21AC8637.jpeg,/kaggle/input/datasets/hintrngia/gate7-test-seal/opaque_test_images/images/E-B1906A980682154F21AC8637.jpeg,841208b83be1b8aabc058eeecd42641641df5ae7276435b64ee558902211dc40,E-B1906A980682154F21AC8637.jpeg,/kaggle/input/datasets/hintrngia/cxr-lung-masks/lung_masks/E-B1906A980682154F21AC8637.jpeg,75860985f26a495914d00cc4425a449abc44b919f0efc8addc55783f9a096cba,0
xai_sample_manifest_128_seed3407_balanced_64_64,3407,44,normal,E-B701F1D8C0C0617522833A87.jpeg,/kaggle/input/datasets/hintrngia/gate7-test-seal/opaque_test_images/images/E-B701F1D8C0C0617522833A87.jpeg,1aa2861aa60a0a03d23a55b81c50a186f2e05fc51bd47c22d03598211c293102,E-B701F1D8C0C0617522833A87.jpeg,/kaggle/input/datasets/hintrngia/cxr-lung-masks/lung_masks/E-B701F1D8C0C0617522833A87.jpeg,448197a6c25ead1c2e07945cd35c87b675cf228b358549bcaf4bd8efe5e10ca1,0
xai_sample_manifest_128_seed3407_balanced_64_64,3407,45,normal,E-B80945974BB38152A2ADE2AF.jpeg,/kaggle/input/datasets/hintrngia/gate7-test-seal/opaque_test_images/images/E-B80945974BB38152A2ADE2AF.jpeg,c9e403e696d843a46c39f8a2ca22b0f66cada7c01c5d726414418fb591fe65bf,E-B80945974BB38152A2ADE2AF.jpeg,/kaggle/input/datasets/hintrngia/cxr-lung-masks/lung_masks/E-B80945974BB38152A2ADE2AF.jpeg,3271fdfc5e27f47ae3dbbc8ca3ebb4c2725afda5a40a5361dd76128e8092d7c0,0
xai_sample_manifest_128_seed3407_balanced_64_64,3407,46,normal,E-BB74E7A26CC5772AE8204932.jpeg,/kaggle/input/datasets/hintrngia/gate7-test-seal/opaque_test_images/images/E-BB74E7A26CC5772AE8204932.jpeg,d33d41ad42d62152689b5e5939ee03a94fd827c707e47fb451364c1a32adce72,E-BB74E7A26CC5772AE8204932.jpeg,/kaggle/input/datasets/hintrngia/cxr-lung-masks/lung_masks/E-BB74E7A26CC5772AE8204932.jpeg,acd33432372c80c552fc6f647d8160c8871ea607e5a990267340730ea6170c05,0
